name, link, rating, num_reviews, price, cuisine, district, num_bookings
Burma Love, https://www.opentable.com/r/burma-love-san-francisco, 4.8, 7, $$, Burmese, Mission, 35
Nakama Sushi - San Francisco, https://www.opentable.com/r/nakama-sushi-san-francisco, 4.7, 94, $$$, Sushi, Civic Center / Hayes Valley / Van Ness, 17
Mr, https://www.opentable.com/r/mr-digbys-san-francisco, 4.4, 26, $$$, American, Noe Valley, 28
Otoro Sushi, https://www.opentable.com/otoro-sushi, 4.7, 691, $$, Japanese, Civic Center / Hayes Valley / Van Ness, 0
Doppio Zero - San Francisco, https://www.opentable.com/r/doppio-zero-san-francisco, 4.6, 52, $$, Italian, Downtown / Union Square, 0
Sushi Ondo, https://www.opentable.com/r/sushi-ondo-san-francisco, 4.6, 88, $$$$, Japanese, SOMA, 0
Absinthe Brasserie and Bar - SF, https://www.opentable.com/absinthe-brasserie-and-bar, 4.6, 6431, $$$, French, Civic Center / Hayes Valley / Van Ness, 41
BAIA, https://www.opentable.com/r/baia-san-francisco, 4.6, 221, $$, Italian, Civic Center / Hayes Valley / Van Ness, 69
Il Borgo, https://www.opentable.com/r/il-borgo-san-francisco, 4.8, 497, $$, Italian, Civic Center / Hayes Valley / Van Ness, 8
Basil Canteen @ 11th Street, https://www.opentable.com/basil-canteen, 4.7, 413, $$, Thai, SOMA, 0
Sushi Shio, https://www.opentable.com/r/sushi-shio-san-francisco, 4.9, 83, $$$$, Japanese, Mission, 19
Mela Tandoori Kitchen, https://www.opentable.com/mela-tandoori-kitchen, 4.5, 446, $$, Indian, Civic Center / Hayes Valley / Van Ness, 5
Dancing Yak, https://www.opentable.com/r/dancing-yak-san-francisco, 4.5, 129, $$, Nepalese, Mission, 12
Charmaine's Rooftop Lounge, https://www.opentable.com/r/charmaines-rooftop-lounge-san-francisco, 4.5, 447, $$$, Californian, Downtown / Union Square, 76
Khamsa Restaurant, https://www.opentable.com/r/khamsa-restaurant-san-francisco, 4.6, 233, $$, Moroccan, Mission, 11
Chambers Eat + Drink, https://www.opentable.com/chambers-eat-and-drink, 4.5, 519, $$, Californian, Downtown / Union Square, 30
Clay Oven on Haight, https://www.opentable.com/clay-oven-on-haight, 4.0, 19, $$, Indian, Haight, 0
Indian Oven, https://www.opentable.com/r/indian-oven-san-francisco, 3.8, 77, $$, Indian, Haight, 1
Alamo Square Seafood Grill, https://www.opentable.com/alamo-square-seafood-grill, 4.8, 1466, $$, Seafood, Civic Center / Hayes Valley / Van Ness, 0
Montesacro SF, https://www.opentable.com/r/montesacro-pinseria-san-francisco, 4.8, 1326, $$, Pizzeria, SOMA, 36
Burma Love Downtown, https://www.opentable.com/r/burma-love-downtown-san-francisco, 4.8, 22, $$$, Burmese, SOMA, 23
Krua Thai - San Francisco, https://www.opentable.com/r/krua-thai-san-francisco, 4.3, 137, $$, Thai, Mission, 3
Blue Pea - Thai Bistro, https://www.opentable.com/r/blue-pea-thai-bistro-san-francisco, 4.2, 35, $$, Thai, Mission, 0
Maruya, https://www.opentable.com/maruya, 4.9, 234, $$$$, Japanese, Mission, 11
Uva Enoteca, https://www.opentable.com/r/uva-enoteca-san-francisco, 4.6, 771, $$, Italian, Haight, 16
Mission Bowling Club, https://www.opentable.com/r/mission-bowling-club-san-francisco, 4.9, 2, $$, American, Mission, 14
Bellota, https://www.opentable.com/r/bellota-san-francisco, 4.7, 1179, $$$, Spanish, SOMA, 30
Izakaya Hon, https://www.opentable.com/r/izakaya-hon-san-francisco, 4.6, 9, $$, Japanese, SOMA, 9
Barnzu Korean Restaurant, https://www.opentable.com/r/barnzu-korean-restaurant-san-francisco, 4.6, 84, $$$, Contemporary Korean, Financial District / Embarcadero, 0
54 Mint, https://www.opentable.com/r/54-mint-san-francisco, 4.7, 2269, $$$, Italian, SOMA, 38
Willkommen, https://www.opentable.com/r/willkommen-san-francisco, 4.7, 69, $$, Beer Garden, Castro, 52
Hardwood Bar & Smokery, https://www.opentable.com/r/hardwood-bar-and-smokery-san-francisco, 4.5, 46, $$, Barbecue, SOMA, 15
Jasper's Corner Tap and Kitchen, https://www.opentable.com/jaspers-corner-tap-and-kitchen, 3.8, 906, $$, Gastro Pub, Downtown / Union Square, 0
SOMA Restaurant & Bar, https://www.opentable.com/soma-restaurant-and-bar, 4.4, 117, $$, Italian, SOMA, 5
Miller's  Rest, https://www.opentable.com/r/millers-rest-san-francisco, 4.7, 44, $$, American, Nob Hill, 31
Tratto - San Francisco, https://www.opentable.com/r/tratto-san-francisco, 4.2, 754, $$, Italian, Downtown / Union Square, 0
Bazille - Nordstrom San Francisco Centre, https://www.opentable.com/r/bazille-nordstrom-san-francisco-centre-san-francisco, 4.6, 312, $$, Contemporary American, Downtown / Union Square, 4
New Delhi Restaurant, https://www.opentable.com/new-delhi-restaurant, 3.8, 520, $$$, Indian, Downtown / Union Square, 3
Gracias Madre - SF, https://www.opentable.com/gracias-madre-sf, 4.5, 1096, $$, Mexican, Mission, 23
ANZU, https://www.opentable.com/r/anzu-san-francisco, 4.5, 2330, $$$, Californian, Downtown / Union Square, 11
bota tapas and paella bar, https://www.opentable.com/r/bota-tapas-and-paella-bar-san-francisco, 4.2, 556, $$$, Tapas / Small Plates, Downtown / Union Square, 20
Benihana - San Francisco, CA, https://www.opentable.com/benihana-san-francisco, 3.8, 2148, $$, Japanese, Japantown, 60
L'Ardoise, https://www.opentable.com/lardoise, 4.9, 2684, $$$, French, Castro, 35
Mathilde French Bistro, https://www.opentable.com/r/mathilde-french-bistro-san-francisco, 4.8, 2000, $$$$, French, SOMA, 31
Bar El Lopo, https://www.opentable.com/r/bar-el-lopo-san-francisco, 4.4, 13, $$, Tapas / Small Plates, Russian Hill, 3
Gyu-Kaku - San Francisco, https://www.opentable.com/r/gyu-kaku-san-francisco, 4.7, 10, $$, Japanese, SOMA, 37
Pa'ina Restaurant and Bar, https://www.opentable.com/r/paina-restaurant-and-bar-san-francisco, 4.3, 106, $$, Hawaiian, Japantown, 0
Historic John's Grill, https://www.opentable.com/r/historic-johns-grill-san-francisco, 4.7, 5494, $$$, American, Downtown / Union Square, 47
Mastro's Steakhouse - San Francisco, https://www.opentable.com/r/mastros-steakhouse-san-francisco, 4.5, 532, $$$$, Steak, Downtown / Union Square, 106
Palette, https://www.opentable.com/r/palette-san-francisco, 4.7, 120, $$$, Contemporary American, SOMA, 67
Dirty Habit, https://www.opentable.com/dirty-habit, 4.7, 584, $$$, Californian, Downtown / Union Square, 17
O' by Claude Le Tohic, https://www.opentable.com/r/o-by-claude-le-tohic-san-francisco, 4.9, 22, $$$$, Contemporary French, Downtown / Union Square, 0
Canela Bistro & Wine Bar, https://www.opentable.com/r/canela-bistro-and-wine-bar-san-francisco, 4.7, 1108, $$$, Spanish, Castro, 39
Le Colonial - SF, https://www.opentable.com/le-colonial-san-francisco, 4.4, 3369, $$$, Vietnamese, Downtown / Union Square, 0
Buena Vida Cantina, https://www.opentable.com/r/buena-vida-cantina-san-francisco, 4.6, 13, $$, Contemporary Mexican, SOMA, 32
Starbelly, https://www.opentable.com/starbelly, 4.6, 1041, $$, Californian, Castro, 83
Zingari Ristorante & Rooftop, https://www.opentable.com/r/zingari-rooftop-ristorante-san-francisco, 4.3, 2127, $$$$, Italian, Downtown / Union Square, 21
Matador - San Francisco, https://www.opentable.com/r/matador-san-francisco, 4.5, 12, $$$, Mexican, Downtown / Union Square, 4
Gardenias, https://www.opentable.com/gardenias, 4.6, 605, $$, American, Pacific Heights, 19
Amber India - San Francisco, https://www.opentable.com/r/amber-india-san-francisco, 4.6, 2689, $$$, Indian, Downtown / Union Square, 24
Morton's The Steakhouse - San Francisco, https://www.opentable.com/r/mortons-the-steakhouse-san-francisco, 4.3, 3310, $$, Steakhouse, Downtown / Union Square, 61
Cesario's, https://www.opentable.com/cesarios, 4.4, 900, $$$, Italian, Downtown / Union Square, 16
Ti Piacera, https://www.opentable.com/ti-piacera, 4.6, 552, $$, Italian, Nob Hill, 15
Yoji House, https://www.opentable.com/r/yoji-house-san-francisco, 4.5, 1, $$$, Sushi, Mission, 9
Catch - San Francisco, https://www.opentable.com/catch-san-francisco, 4.6, 3002, $$$, Seafood, Castro, 64
Sasaki, https://www.opentable.com/r/sasaki-san-francisco, 4.7, 133, $$$$, Japanese, Mission, 5
Aliment, https://www.opentable.com/aliment, 4.7, 564, $$$, American, Downtown / Union Square, 16
Florio, https://www.opentable.com/florio, 4.6, 1337, $$, French, Pacific Heights, 24
Osso Steakhouse, https://www.opentable.com/osso-steakhouse, 4.8, 1829, $$$, Steakhouse, Nob Hill, 59
Seven Stills Brewery & Distillery, https://www.opentable.com/r/seven-stills-brewery-and-distillery-san-francisco, 4.5, 86, $$, Californian, Mission Bay / South Beach, 37
Thai Spice, https://www.opentable.com/thai-spice, 4.5, 97, $$, Thai, Nob Hill, 4
Bouche, https://www.opentable.com/r/bouche-san-francisco, 4.6, 1346, $$$$, French, Downtown / Union Square, 11
Poesia, https://www.opentable.com/r/poesia-san-francisco, 4.8, 1973, $$$, Italian, Castro, 37
Curbside Cafe, https://www.opentable.com/curbside-cafe, 4.5, 623, $$, French, Pacific Heights, 18
E&O Kitchen and Bar, https://www.opentable.com/r/e-and-o-kitchen-and-bar-san-francisco, 4.3, 2757, $$, Asian, Downtown / Union Square, 0
Fogo de Chao - San Francisco, https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-san-francisco, 4.4, 1358, $$$$, Brazilian Steakhouse, SOMA, 108
Lolinda, https://www.opentable.com/r/lolinda-san-francisco, 4.8, 2131, $$, Argentinean, Mission, 56
Troya, https://www.opentable.com/troya-mediterranean, 4.8, 400, $$, Mediterranean, Pacific Heights, 17
Black Hammer Brewing, https://www.opentable.com/r/black-hammer-brewing-san-francisco, 4.7, 18, $$$, Brewery, SOMA, 16
Fable - SF, https://www.opentable.com/r/fable-san-francisco, 4.7, 1166, $$, Californian, Castro, 66
Alexander's Steakhouse - SF, https://www.opentable.com/r/alexanders-steakhouse-sf-san-francisco, 4.6, 2125, $$$$, Steakhouse, SOMA, 30
FANG, https://www.opentable.com/fang, 4.1, 1966, $$, Chinese, SOMA, 8
Cafe de la Presse, https://www.opentable.com/cafe-de-la-presse, 4.6, 1661, $$, French, Downtown / Union Square, 27
Thai Chef 2, https://www.opentable.com/r/thai-chef-2-san-francisco, 4.8, 3, $$, Thai, Castro, 2
Urban Putt San Francisco, https://www.opentable.com/r/urban-putt-san-francisco-san-francisco, 4.8, 427, $$, American, Mission, 66
The Lobby Lounge at The Ritz-Carlton, https://www.opentable.com/the-lobby-lounge-at-the-ritz-carlton, 3.8, 54, $$$, Californian, Nob Hill, 1
Sushi Hon, https://www.opentable.com/r/sushi-hon-san-francisco, 4.8, 259, $$$$, Sushi, Mission, 20
Hyde Street Seafood House & Raw Bar, https://www.opentable.com/hyde-street-seafood-house-and-raw-bar, 4.1, 715, $$, Seafood, Russian Hill, 0
Cocotte, https://www.opentable.com/r/cocotte-san-francisco, 4.6, 1028, $$, French, Russian Hill, 36
Cafe Tiramisu, https://www.opentable.com/r/cafe-tiramisu-san-francisco, 4.7, 1240, $$$, Italian, Financial District / Embarcadero, 17
Tuba Restaurant, https://www.opentable.com/tuba-restaurant, 4.7, 949, $$$, Turkish, Mission, 9
North India Restaurant, https://www.opentable.com/north-india-restaurant, 3.8, 105, $$, Indian, SOMA, 2
Harris', https://www.opentable.com/r/harris-san-francisco, 4.8, 4036, $$$$, Steakhouse, Russian Hill, 16
Tandoori Mahal - Financial District, https://www.opentable.com/tandoori-mahal-financial-district, 3.4, 25, $$, Indian, Financial District / Embarcadero, 0
Ristorante Milano, https://www.opentable.com/r/ristorante-milano-san-francisco, 4.8, 1615, $$$, Italian, Russian Hill, 15
Cafe Bastille, https://www.opentable.com/cafe-bastille, 4.5, 1118, $$, French, Financial District / Embarcadero, 12
B44, https://www.opentable.com/r/b44-san-francisco, 4.6, 1798, $$, Spanish, Downtown / Union Square, 0
The Fly Trap, https://www.opentable.com/the-fly-trap, 4.8, 1168, $$, Contemporary American, SOMA, 42
Lao Table, https://www.opentable.com/r/lao-table-san-francisco, 4.3, 232, $$, Thai, SOMA, 0
Paprika, https://www.opentable.com/r/paprika-san-francisco, 4.9, 112, $$, Hungarian, Mission, 0
The Matterhorn Restaurant and Bakery, https://www.opentable.com/r/the-matterhorn-restaurant-and-bakery-san-francisco, 4.9, 113, $$, Swiss, Marina / Cow Hollow / Presidio, 15
Trestle, https://www.opentable.com/r/trestle-san-francisco, 4.8, 1611, $$, American, Financial District / Embarcadero, 39
The Vault Garden, https://www.opentable.com/r/the-vault-restaurant-san-francisco, 4.5, 421, $$$, Californian, Financial District / Embarcadero, 57
Chouquet's, https://www.opentable.com/chouquets, 4.6, 1171, $$, French, Pacific Heights, 75
Jackson Fillmore Trattoria, https://www.opentable.com/jackson-fillmore-trattoria, 4.6, 1077, $$$, Italian, Pacific Heights, 13
Mochica, https://www.opentable.com/r/mochica-san-francisco, 4.6, 1223, $$$, Peruvian, Potrero Hill / Dogpatch, 41
Mission Bay Wine & Cheese, https://www.opentable.com/r/mission-bay-wine-and-cheese-114-channel-st, 5.0, 1, $$$, Wine Bar, Mission Bay / South Beach, 2
Serafina SF, https://www.opentable.com/r/serafina-sf-san-francisco, 4.8, 66, $$$, Italian, Downtown / Union Square, 27
Fiorella Polk, https://www.opentable.com/r/fiorella-polk-san-francisco, 4.8, 173, $$, Italian, Russian Hill, 9
Palio, https://www.opentable.com/r/palio-san-francisco, 4.6, 1342, $$$, Italian, Financial District / Embarcadero, 9
Amarena, https://www.opentable.com/r/amarena-san-francisco, 4.7, 1011, $$$, Italian, Russian Hill, 41
Rosa Javali, https://www.opentable.com/r/rosa-javali-san-francisco, 3.6, 9, $$, Latin American, Mission, 2
Caffe Fiore - San Francisco, https://www.opentable.com/caffe-fiore-san-francisco, 4.7, 280, $$, Italian, Mission, 9
Local Kitchen & Wine Merchant, https://www.opentable.com/r/local-kitchen-and-wine-merchant-san-francisco, 4.6, 923, $$, Contemporary American, SOMA, 0
Seven Hills, https://www.opentable.com/r/seven-hills-san-francisco, 4.9, 1581, $$$, Italian, Russian Hill, 26
Sake Bomb, https://www.opentable.com/r/sake-bomb-san-francisco, 4.7, 7, $$, Sushi, Mission, 6
Wayfare Tavern, https://www.opentable.com/wayfare-tavern, 4.6, 6095, $$, American, Financial District / Embarcadero, 169
Rosamunde Sausage Grill San Francisco, https://www.opentable.com/r/rosamunde-sausage-grill-san-francisco, 4.7, 15, $$, German, Mission, 8
Frascati, https://www.opentable.com/r/frascati-san-francisco, 4.9, 1995, $$$, Italian, Russian Hill, 7
Z & Y Restaurant, https://www.opentable.com/z-and-y-restaurant, 4.4, 203, $$, Chinese, Chinatown, 0
Pane e Vino Trattoria, https://www.opentable.com/pane-e-vino-trattoria, 4.8, 687, $$$, Italian, Marina / Cow Hollow / Presidio, 51
International Smoke San Francisco, https://www.opentable.com/r/international-smoke-san-francisco, 4.8, 2461, $$, American, SOMA, 40
TamashiSoul Sushi Bar, https://www.opentable.com/tamashisoul-sushi-bar, 4.7, 114, $$$, Japanese, Marina / Cow Hollow / Presidio, 14
Caffe Macaroni, https://www.opentable.com/caffe-macaroni, 4.8, 533, $$, Italian, North Beach, 13
Abrazo, https://www.opentable.com/r/abrazo-san-francisco, 4.7, 143, $$$, Spanish, Russian Hill, 49
Cafe Zoetrope, https://www.opentable.com/cafe-zoetrope, 4.4, 172, $$, Italian, North Beach, 11
Perbacco, https://www.opentable.com/r/perbacco-san-francisco, 4.8, 6272, $$, Italian, Financial District / Embarcadero, 44
Pabu Izakaya San Francisco, https://www.opentable.com/r/pabu-izakaya-san-francisco-san-francisco, 4.7, 1170, $$$, Japanese, Financial District / Embarcadero, 31
China Live, https://www.opentable.com/r/china-live-san-francisco, 4.7, 1584, $$, Chinese, Chinatown, 89
Roka Akor - San Francisco, https://www.opentable.com/r/roka-akor-san-francisco, 4.7, 1442, $$, Japanese, Financial District / Embarcadero, 48
Fish & Farm, https://www.opentable.com/r/fish-and-farm-san-francisco, 3.7, 1383, $$, American, Financial District / Embarcadero, 6
Palm House, https://www.opentable.com/r/palm-house-san-francisco, 4.6, 329, $$, Caribbean, Marina / Cow Hollow / Presidio, 39
NOVY, https://www.opentable.com/r/novy-san-francisco-2, 4.7, 267, $$, Greek, Noe Valley, 42
BIX, https://www.opentable.com/r/bix-san-francisco, 4.7, 3846, $$$, American, Financial District / Embarcadero, 29
Barbara Pinseria, https://www.opentable.com/r/barbara-pinseria-san-francisco, 4.5, 50, $$, Pizzeria, North Beach, 16
Sushi Hakko, https://www.opentable.com/r/sushi-hakko-san-francisco, 4.6, 22, $$$$, Japanese, Marina / Cow Hollow / Presidio, 22
Garibaldi's on Presidio, https://www.opentable.com/garibaldis-on-presidio, 4.5, 1984, $$$, Californian, Presidio Heights, 23
Ideale, https://www.opentable.com/r/ideale-san-francisco, 4.5, 1285, $$$, Italian, North Beach, 0
Bambino's Ristorante, https://www.opentable.com/bambinos-ristorante, 4.4, 547, $$, Italian, Cole Valley, 8
Komaaj Kitchen, https://www.opentable.com/r/komaaj-kitchen-san-francisco, 4.9, 15, $$, Persian, Mission, 18
Terzo, https://www.opentable.com/r/terzo-san-francisco, 4.9, 1672, $$$, Mediterranean, Marina / Cow Hollow / Presidio, 46
Rose's Cafe, https://www.opentable.com/r/roses-cafe-san-francisco, 4.8, 407, $$, Californian, Marina / Cow Hollow / Presidio, 27
California Fish Market Restaurant, https://www.opentable.com/r/california-fish-market-restaurant-san-francisco, 4.7, 58, $$, Italian, North Beach, 3
Cento Osteria, https://www.opentable.com/r/cento-osteria-san-francisco, 4.6, 240, $$, Italian, SOMA, 17
Baonecci Ristorante, https://www.opentable.com/baonecci-ristorante, 4.8, 745, $$$, Italian, North Beach, 10
Lupa Trattoria, https://www.opentable.com/lupa-trattoria, 4.8, 771, $$, Italian, Noe Valley, 21
Osha Thai Embarcadero, https://www.opentable.com/osha-thai-embarcadero, 4.6, 71, $$, Thai, Financial District / Embarcadero, 16
Harborview Restaurant & Bar, https://www.opentable.com/r/harborview-restaurant-and-bar-san-francisco, 4.6, 299, $$$, Chinese, Financial District / Embarcadero, 55
Acquolina, https://www.opentable.com/acquolina, 4.4, 252, $$$, Italian, North Beach, 32
One Market Restaurant, https://www.opentable.com/r/one-market-restaurant-san-francisco, 4.7, 4266, $$$, Contemporary American, Financial District / Embarcadero, 28
Bobo's, https://www.opentable.com/bobos, 4.6, 2801, $$$, Steak, Marina / Cow Hollow / Presidio, 39
Luisa's Restaurant Wine bar since 1959, https://www.opentable.com/r/luisas-restaurant-wine-bar-since-1959-san-francisco, 4.8, 26, $$, Italian, North Beach, 10
Ozumo - San Francisco, https://www.opentable.com/r/ozumo-san-francisco, 4.6, 2885, $$$$, Japanese, Financial District / Embarcadero, 74
Alegrias Food from Spain, https://www.opentable.com/alegrias-food-from-spain, 4.8, 825, $$, Tapas / Small Plates, Marina / Cow Hollow / Presidio, 11
Perry's - Embarcadero, https://www.opentable.com/perrys-embarcadero, 4.5, 1799, $$, American, Financial District / Embarcadero, 47
Firefly Restaurant, https://www.opentable.com/firefly-restaurant, 5.0, 2272, $$$, American, Noe Valley, 8
Yank Sing - Rincon Center, https://www.opentable.com/yank-sing-rincon-center, 4.1, 2102, $$$, Dim Sum, Financial District / Embarcadero, 58
Izzy's Steaks & Chops - San Francisco, https://www.opentable.com/izzys-steaks-and-chops-san-francisco, 4.5, 751, $$$, Steakhouse, Marina / Cow Hollow / Presidio, 17
EPIC Steak, https://www.opentable.com/r/epic-steak-san-francisco, 4.6, 5969, $$$$, Steakhouse, SOMA, 110
Waterbar, https://www.opentable.com/r/waterbar-san-francisco, 4.7, 8319, $$$, Seafood, Financial District / Embarcadero, 125
Indie Wine & Beer Bar, https://www.opentable.com/r/indie-wine-and-beer-bar-san-francisco, 5.0, 2, $$, Wine Bar, North Beach, 5
The Dorian, https://www.opentable.com/r/the-dorian-san-francisco, 4.6, 340, $$, American, Marina / Cow Hollow / Presidio, 62
Isa, https://www.opentable.com/r/isa-san-francisco, 4.6, 2569, $$, French American, Marina / Cow Hollow / Presidio, 43
Boho, https://www.opentable.com/r/boho-san-francisco-1, 4.8, 304, $$, Contemporary American, Marina / Cow Hollow / Presidio, 16
SAIWALKS, Vietnamese Street Food, https://www.opentable.com/saiwalks-vietnamese-street-food, 4.5, 10, $$, Vietnamese, Marina / Cow Hollow / Presidio, 2
Ace Wasabi Rock-N-Roll Sushi, https://www.opentable.com/ace-wasabis-rock-n-roll-sushi, 4.7, 103, $$, Sushi, Marina / Cow Hollow / Presidio, 42
Magic Flute, https://www.opentable.com/magic-flute, 4.7, 1289, $$, Italian, Pacific Heights, 8
Sociale - San Francisco, https://www.opentable.com/r/sociale-san-francisco, 4.9, 1959, $$$, Italian, Presidio Heights, 32
Gilberth's Latin Fusion, https://www.opentable.com/r/gilberths-latin-fusion-san-francisco, 4.2, 172, $$, Latin American, Potrero Hill / Dogpatch, 6
La Mar Cebicheria Peruana, https://www.opentable.com/r/la-mar-cebicheria-peruana-san-francisco, 4.7, 6086, $$$, Peruvian, Financial District / Embarcadero, 209
Uma Casa, https://www.opentable.com/r/uma-casa-san-francisco, 4.8, 39, $$$$, Portuguese, Bernal Heights, 3
Outer Orbit, https://www.opentable.com/r/outer-orbit-san-francisco, 4.9, 20, $$, Contemporary American, Mission, 16
Fior D'Italia, https://www.opentable.com/fior-d-italia-san-francisco, 4.6, 1121, $$$, Italian, North Beach, 17
The Patio, https://www.opentable.com/r/the-patio-san-francisco, 4.6, 112, $$$, Contemporary American, Marina / Cow Hollow / Presidio, 46
Magnolia Brewing – Dogpatch, https://www.opentable.com/r/magnolia-dogpatch-san-francisco, 4.6, 68, $$, Contemporary Mexican, Potrero Hill / Dogpatch, 11
A16 - San Francisco, https://www.opentable.com/r/a16-san-francisco, 4.7, 4417, $$$, Italian, Marina / Cow Hollow / Presidio, 79
Ristobar, https://www.opentable.com/r/ristobar-larkspur, 4.1, 12, $$$, Italian, Marina / Cow Hollow / Presidio, 28
Chapeau, https://www.opentable.com/chapeau, 4.8, 3118, $$$$, French, Richmond District, 29
McCormick & Kuleto's Seafood Restaurant, https://www.opentable.com/r/mccormick-and-kuletos-seafood-restaurant-san-francisco, 4.4, 4896, $$, Seafood, Fisherman's Wharf, 64
